nr,typ_nosnika,miasto,adres,szerokosc_m,wysokosc_m,powierzchnia_m2,podswietlany,cena,jednostka_ceny,cena_netto,price_negotiable,email_kontaktowy,telefon,status,link_zdjecia,ma_zdjecie,url_zrodlo
279_01,billboard,Łagiewniki - vena,Przy zajeździe VENA,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/279_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/279_01/lagiewniki-vena---przy-zajezdzie-vena
281_01,billboard,Złoty Stok,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/281_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/281_01/zloty-stok
281_02,billboard,Złoty Stok,,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/281_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/281_02/zloty-stok
282,billboard,Ząbkowice Śląskie,Rynek,5.5,3.5,19,,855,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/282_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/282/zabkowice-slaskie---rynek
283_01,billboard,Szalejów Górny,Wjazd do Szalejowa w kierunku Kłodzka,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/283_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/283_01/szalejow-gorny---wjazd-do-szalejowa-w-kierunku-klodzka
283_02,billboard,Szalejów Górny,Wyjazd z Szalejowa w kierunku Kudowy,6.09,2.91,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/283_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/283_02/szalejow-gorny---wyjazd-z-szalejowa-w-kierunku-kudowy
285_01,billboard,Łagiewniki,Przy Banku Spółdzielczym,4.5,2.36,11,,495,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/285_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/285_01/lagiewniki---przy-banku-spoldzielczym
285_02,billboard,Łagiewniki,Przy Banku Spółdzielczym,4.5,2.36,11,,495,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/285_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/285_02/lagiewniki---przy-banku-spoldzielczym
287_01,billboard,Kłodzko,"Boguszyn, wjazd do Kłodzko",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/287_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/287_01/klodzko---boguszyn-wjazd-do-klodzko
288_01,billboard,Kłodzko,"Droga tranzytowa, ul.Warty",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/288_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/288_01/klodzko---droga-tranzytowa-ulwarty
288_02,billboard,Kłodzko,"Droga tranzytowa, ul.Warty",5.04,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/288_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/288_02/klodzko---droga-tranzytowa-ulwarty
289_01,billboard,Ząbkowice,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/289_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/289_01/zabkowice---trasa-nr-8
290_01,billboard,Ząbkowice,Wjazd przy stacji Orlen,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/290_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/290_01/zabkowice---wjazd-przy-stacji-orlen
290_02,billboard,Ząbkowice,Wyjazd przy stacji Orlen,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/290_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/290_02/zabkowice---wyjazd-przy-stacji-orlen
293_01,billboard,Kłodzko,Obwodnica Kłodzka,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/293_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/293_01/klodzko---obwodnica-klodzka
293_02,billboard,Kłodzko,Obwodnica Kłodzka,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/293_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/293_02/klodzko---obwodnica-klodzka
297,billboard,Szalejów Górny,Wyjazd w kierunku Kłodzka,12.0,3.0,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/297_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/297/szalejow-gorny---wyjazd-w-kierunku-klodzka
298,billboard,Kłodzko,Obwodnica Kłodzka,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/298_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/298/klodzko---obwodnica-klodzka
300_01,billboard,Trzebieszowice,"Trzebieszowice, Droga: 392",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/300_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/300_01/trzebieszowice---trzebieszowice-droga-392
300_02,billboard,Trzebieszowice,"Trzebieszowice, Droga: 392",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/300_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/300_02/trzebieszowice---trzebieszowice-droga-392
301,billboard,Wrocław,rondo przy ul. Wałbrzyskiej i Karmelkowej,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/301_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/301/wroclaw---rondo-przy-ul-walbrzyskiej-i-karmelkowej
302,billboard,Wrocław,rondo przy ul. Wałbrzyskiej i Karmelkowej,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/302_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/302/wroclaw---rondo-przy-ul-walbrzyskiej-i-karmelkowej
303,billboard,Wrocław,rondo przy ul. Wałbrzyskiej i Karmelkowej,6.07,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/303_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/303/wroclaw---rondo-przy-ul-walbrzyskiej-i-karmelkowej
305,billboard,Polanica Zdrój,Deptak,4.0,2.0,8,,360,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/305_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/305/polanica-zdroj---deptak
306_01,billboard,Kłodzko,"Jaszkówka, wjazd od Nysy",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/306_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/306_01/klodzko---jaszkowka-wjazd-od-nysy
309_01,billboard,Trzebieszowice,"Trzebieszowice, Droga: 392",5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/309_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/309_01/trzebieszowice---trzebieszowice-droga-392
309_02,billboard,Trzebieszowice,"Trzebieszowice, Droga: 392",5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/309_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/309_02/trzebieszowice---trzebieszowice-droga-392
310_01,billboard,Kłodzko,ul.Objazdowa - KPM Meble,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/310_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/310_01/klodzko---ulobjazdowa-kpm-meble
310_02,billboard,Kłodzko,ul.Objazdowa - KPM Meble,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/310_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/310_02/klodzko---ulobjazdowa-kpm-meble
311_01,billboard,Kłodzko,ul.Objazdowa,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/311_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/311_01/klodzko---ulobjazdowa
311_02,billboard,Kłodzko,ul.Objazdowa,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/311_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/311_02/klodzko---ulobjazdowa
312_01,billboard,Kłodzko,ul.Objazdowa - Mała Twierdza,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/312_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/312_01/klodzko---ulobjazdowa-mala-twierdza
313_01,billboard,Kłodzko,ul.Wyspiańskiego - Mikron,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/313_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/313_01/klodzko---ulwyspianskiego-mikron
314_01,billboard,Kłodzko,ul.Wyspiańskiego - Leviatan,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/314_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/314_01/klodzko---ulwyspianskiego-leviatan
314_02,billboard,Kłodzko,ul.Wyspiańskiego - Myśliwska,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/314_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/314_02/klodzko---ulwyspianskiego-mysliwska
317_01,billboard,Kłodzko,ul. Noworudzka (Stacja LPG),6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/317_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/317_01/klodzko---ul-noworudzka-stacja-lpg
317_02,billboard,Kłodzko,ul. Noworudzka (Stacja LPG),6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/317_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/317_02/klodzko---ul-noworudzka-stacja-lpg
318_01,billboard,Kłodzko,Stacja LPG,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/318_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/318_01/klodzko---stacja-lpg
318_02,billboard,Kłodzko,przy stacji LPG,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/318_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/318_02/klodzko---przy-stacji-lpg
320_05,billboard,Kłodzko,ul.Kościuszki,6.0,3.0,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/320_05_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/320_05/klodzko---ulkosciuszki
320_06,billboard,Kłodzko,ul.Kościuszki,6.0,3.0,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/320_06_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/320_06/klodzko---ulkosciuszki
320_12,billboard,Kłodzko,ul.Kościuszki,12.2,3.0,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/320_12_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/320_12/klodzko---ulkosciuszki
320_34,billboard,Kłodzko,ul.Kościuszki,12.2,3.0,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/320_34_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/320_34/klodzko---ulkosciuszki
321,billboard,Kłodzko,Kusocińskiego (Salus),5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/321_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/321/klodzko---kusocinskiego-salus
322,billboard,Kłodzko,Kusocińskiego (Salus),5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/322_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/322/klodzko---kusocinskiego-salus
323,billboard,Kudowa Zdrój,przy myjni samochodowej,5.05,2.35,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/323_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/323/kudowa-zdroj---przy-myjni-samochodowej
324_01,billboard,Kudowa Zdrój,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/324_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/324_01/kudowa-zdroj---trasa-nr-8
324_02,billboard,Kudowa Zdrój,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/324_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/324_02/kudowa-zdroj---trasa-nr-8
325_01,billboard,Szczytna,Pole golfowe. Długi najazd,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/325_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/325_01/szczytna---pole-golfowe-dlugi-najazd
325_02,billboard,Szczytna,Pole golfowe. Długi najazd,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/325_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/325_02/szczytna---pole-golfowe-dlugi-najazd
326_01,billboard,Szczytna,Pole golfowe. Długi najazd.,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/326_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/326_01/szczytna---pole-golfowe-dlugi-najazd
327,billboard,Kudowa Zdrój,TRASA NR 8,6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/327_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/327/kudowa-zdroj---trasa-nr-8
328_01,billboard,Kłodzko,"Bierkowice, przy stawach",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/328_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/328_01/klodzko---bierkowice-przy-stawach
328_02,billboard,Kłodzko,"Bierkowice, przy stawach",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/328_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/328_02/klodzko---bierkowice-przy-stawach
330_01,billboard,Kłodzko,ul.Połabska,10.2,2.5,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/330_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/330_01/klodzko---ulpolabska
330_02,billboard,Kłodzko,ul.Połabska,10.2,2.5,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/330_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/330_02/klodzko---ulpolabska
330_03,billboard,Kłodzko,ul.Połabska,10.2,2.5,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/330_03_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/330_03/klodzko---ulpolabska
332_01,billboard,Polanica-Zdrój,Wjazd do miasta,10.24,2.35,24,,1080,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/332_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/332_01/polanica-zdroj---wjazd-do-miasta
333_01,billboard,Oława,ul.Opolska,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/333_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/333_01/olawa---ulopolska
333_02,billboard,Oława,ul.Opolska,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/333_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/333_02/olawa---ulopolska
335,billboard,Szalejów Górny,TRASA NR 8,5.98,2.84,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/335_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/335/szalejow-gorny---trasa-nr-8
336_01,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/336_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/336_01/jordanow-slaski---przy-drodze-krajowej-nr-8
336_02,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/336_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/336_02/jordanow-slaski---przy-drodze-krajowej-nr-8
337_01,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/337_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/337_01/jordanow-slaski---przy-drodze-krajowej-nr-8
337_02,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/337_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/337_02/jordanow-slaski---przy-drodze-krajowej-nr-8
338_01,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/338_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/338_01/jordanow-slaski---przy-drodze-krajowej-nr-8
338_02,billboard,Jordanów Śląski,Przy drodze krajowej nr 8,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/338_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/338_02/jordanow-slaski---przy-drodze-krajowej-nr-8
339_01,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/339_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/339_01/klodzko---obwodnica-klodzka-ulpilsudskiego
339_02,billboard,Kłodzko,"Obwodnica Kłodzka, ul.Piłsudskiego",6.0,2.88,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/339_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/339_02/klodzko---obwodnica-klodzka-ulpilsudskiego
341,billboard,Szalejów Górny,Wyjazd w kierunku Kłodzka,9.07,2.88,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/341_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/341/szalejow-gorny---wyjazd-w-kierunku-klodzka
342_01,billboard,Szalejów Górny,Wyjazd w kierunku Kłodzka,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/342_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/342_01/szalejow-gorny---wyjazd-w-kierunku-klodzka
342_02,billboard,Szalejów Górny,Wjazd od Kłodzka,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/342_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/342_02/szalejow-gorny---wjazd-od-klodzka
343_01,billboard,Polanica-Zdrój,Wyjazd z miasta,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/343_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/343_01/polanica-zdroj---wyjazd-z-miasta
343_02,billboard,Polanica-Zdrój,Wjazd do miasta,9.07,2.86,26,,1170,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/343_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/343_02/polanica-zdroj---wjazd-do-miasta
344,billboard,Magnice,Wjazd na AOW,12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/344_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/344/magnice---wjazd-na-aow
344_02,billboard,Magnice,Zjazd z AOW,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/344_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/344_02/magnice---zjazd-z-aow
346_01,billboard,Bystrzyca Kłodzka,wyjazd na obwodnicę miasta,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/346_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/346_01/bystrzyca-klodzka---wyjazd-na-obwodnice-miasta
346_02,billboard,Bystrzyca Kłodzka,wjazd do miasta,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/346_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/346_02/bystrzyca-klodzka---wjazd-do-miasta
347,billboard,Magnice,Zjazd z autostradowej obwodnicy Wrocławia (AOW),12.2,2.88,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,wolny,https://www.reklama.ai/assets/images/billboardy/347_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/347/magnice---zjazd-z-autostradowej-obwodnicy-wroclawia-aow
348,billboard,Kłodzko,"Jaszkówka, wjazd od Nysy",12.3,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/348_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/348/klodzko---jaszkowka-wjazd-od-nysy
350,billboard,Ząbkowice Śląskie,wjazd do miasta,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/350_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/350/zabkowice-slaskie---wjazd-do-miasta
351,billboard,Ząbkowice Śląskie,wjazd do miasta,5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/351_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/351/zabkowice-slaskie---wjazd-do-miasta
352,billboard,Kłodzko,"Rondo przy Galerii Twierdza, ul.Objazdowa",5.05,2.38,12,,540,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/352_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/352/klodzko---rondo-przy-galerii-twierdza-ulobjazdowa
354_01,billboard,Braszowice,Wyjazd z terenu zabudowanego,6.07,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/354_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/354_01/braszowice---wyjazd-z-terenu-zabudowanego
354_02,billboard,Braszowice,Wyjazd z terenu zabudowanego,5.97,2.86,18,,810,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/354_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/354_02/braszowice---wyjazd-z-terenu-zabudowanego
357_01,billboard,Zgorzelec,obwodnica miasta,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/357_01_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/357_01/zgorzelec---obwodnica-miasta
357_02,billboard,Zgorzelec,przy obwodnicy miasta,12.2,2.86,36,,1620,month,tak,tak,Ewelina@reklama.ai,602534843,zarezerwowany,https://www.reklama.ai/assets/images/billboardy/357_02_01.jpg,tak,https://www.reklama.ai/wynajem_billboardow/tablica/357_02/zgorzelec---przy-obwodnicy-miasta
